                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3316,                 1.0756,                 1.1842,                0.36002,                0.03735,                0.04267,                0.02556,                 1.4053,                 2.3237,                0.85367,              0.0001953,              0.0001953,              0.0001953
